Customer_ID,Age,Gender,Annual_Income_USD,Total_Purchase_Amount,Purchase_Frequency_Per_Year,Support_Tickets_Opened,Subscription_Type,Days_Since_Last_Login,Email_Engagement_Rate,Region,Promotion_Response,Churn
1056,67.0,Female,31684.32881314599,4297.693250576645,24,1,Premium,321,0.3331737701559482,South,No,1
1057,26.0,Male,44984.73017960167,3720.638966222943,21,5,Standard,58,0.43451231936698076,South,No,0
1058,43.0,Male,63014.53074595249,857.4954097242448,2,2,Premium,317,0.020958814289521177,Central,No,1
1059,70.0,Male,37677.656984105764,3077.7700201330968,7,2,Standard,175,0.6999953490395112,West,Yes,0
1060,19.0,Male,44862.98719857257,3180.3391932016657,11,1,Basic,361,0.8117750661042398,West,No,0
1061,37.0,Non-binary,36257.852671871486,543.7855201591191,12,4,Premium,8,0.8270946899551869,North,Yes,0
1062,45.0,Male,45206.47022232326,2382.4477062460855,4,1,Basic,354,0.5495514130492987,West,No,1
1063,64.0,Non-binary,75140.6415841614,1377.2751387712788,35,1,Standard,229,0.42493733941609657,Central,No,1
1064,24.0,Non-binary,60363.638362439524,2388.9376995410666,40,1,Standard,37,0.18604928329421455,East,No,0
1065,61.0,Male,46345.16100111751,3907.6478574820876,26,2,Standard,203,0.655946137236038,South,No,0
1066,25.0,Non-binary,73307.06684780084,875.4718430705665,18,2,Standard,362,0.5766975060407376,East,No,0
1067,64.0,Male,55384.978569963685,704.1906073814146,37,2,Premium,237,0.42982484391913045,East,No,1
1068,,Male,57004.83251584371,1419.6508260182875,16,2,Standard,168,0.61469500593276,East,No,0
1069,31.0,Female,72141.62900001329,4766.149706698257,12,2,Basic,237,0.9542708384996607,North,No,0
1070,34.0,Male,49860.68305228431,3764.338634806335,41,1,Basic,2,0.13583885209320223,East,No,0
1071,53.0,Female,68743.60694454898,195.33372779127828,40,3,Premium,23,0.964655699665351,West,Yes,0
1072,67.0,Non-binary,67673.92962648378,2064.9237281685455,37,1,Standard,239,0.5702397073921114,South,No,0
1073,57.0,Female,52816.82539540344,1361.2500974938876,19,1,Standard,283,0.8320003845601851,East,No,0
1074,21.0,Non-binary,34057.100259311715,3226.908385023652,15,4,Basic,316,0.9937410328882696,South,Yes,1
1075,19.0,Male,55190.37646169063,2350.5330223175465,22,2,Basic,310,0.9284708151093068,North,Yes,1
1076,23.0,Non-binary,72058.79869962524,4826.04277183331,20,1,Standard,297,0.3991874824679563,West,No,0
1077,71.0,Non-binary,67296.52104213231,1172.994409822767,43,2,Standard,72,0.4578356520121971,South,No,0
1078,59.0,Male,80653.7558667597,2980.4964383948095,13,1,Basic,3,0.605866337203493,West,No,0
1079,21.0,Non-binary,47643.99690140256,3531.029073452091,23,2,Premium,346,0.6379723877696375,North,No,1
1080,71.0,Male,,4145.26599779237,31,2,Standard,202,0.22823288160911714,West,Yes,0
1081,46.0,Female,39905.68369243082,2094.1580490972347,26,2,Premium,328,0.9478160707132466,Central,No,1
1082,35.0,Male,58023.75940960544,3465.9173475216594,45,3,Basic,242,0.8279469973951726,South,Yes,1
1083,43.0,Male,71581.18607822474,1585.6872097829855,32,0,Standard,189,0.13027254405413713,East,No,0
1084,61.0,Non-binary,68596.36881101564,2233.8328525729194,21,2,Standard,174,0.9913203489431607,Central,No,1
1085,51.0,Female,56546.095628861316,4488.572942896656,17,2,Standard,93,0.9960421933435352,North,Yes,0
1086,27.0,Male,50979.21756158064,4754.547285721676,29,1,Standard,162,0.35434385703730487,East,Yes,0
1087,53.0,Female,40077.53512946089,3622.204999943597,29,2,Standard,317,0.8482781382458962,West,No,1
1088,31.0,Female,51613.400909262964,1934.3242648033067,48,4,Standard,188,0.2606634655821892,South,No,0
1089,48.0,Non-binary,35346.94237691905,4118.283170875854,22,0,Basic,74,0.16016298491588687,North,No,0
1090,65.0,Male,49852.08927603368,226.7487004545589,49,2,Standard,63,0.8544236299599345,West,No,0
1091,32.0,Non-binary,27906.65176990155,603.4549616431632,19,2,Basic,358,0.561203410023918,South,No,1
1092,25.0,Male,35219.99157957012,3340.7313082392693,14,4,Standard,183,0.061471213431449456,Central,Yes,0
1093,31.0,Female,67792.08850835162,1527.1180188232813,39,3,Standard,1,0.8326115476859046,North,No,0
1094,40.0,Male,66120.91137252982,4761.7924701623415,23,0,Basic,249,0.3834894416648793,North,No,1
1095,74.0,Male,50667.28241902046,2236.696999252293,41,1,Standard,326,0.1689039115334241,Central,No,0
1096,57.0,Female,55971.53184429448,2203.8876199069673,2,1,Basic,60,0.5271556398708738,East,No,0
1097,38.0,Female,57983.43508523763,3422.589599935563,32,1,Standard,184,0.4701698761470432,Central,Yes,0
1098,,Male,61904.92585016773,3861.0859553003293,38,5,Basic,355,0.8035026748242067,East,No,1
1099,62.0,Non-binary,60299.7506087754,2430.2378168131686,33,1,Basic,264,0.4787527428811851,Central,No,1
1100,35.0,Male,,1148.6044183874483,7,5,Standard,89,0.6642007261017778,Central,No,0
1101,64.0,Female,18353.745672265693,3889.212349355546,48,2,Basic,9,0.3539321627816914,North,Yes,0
1102,70.0,Non-binary,39746.67176306332,1669.7212468807752,34,3,Premium,30,0.10955944121560124,East,No,0
1103,41.0,Female,,958.0427695399022,4,3,Basic,105,0.04342158371700522,West,No,0
1104,43.0,Female,69402.75504061523,3195.036930632565,23,1,Standard,142,0.3205877362141545,West,No,0
1105,42.0,Non-binary,58515.39536093474,543.222968252717,20,0,Standard,272,0.6685668525420841,South,No,0
1106,62.0,Female,63015.64844260071,4859.62810792167,22,4,Basic,282,0.010703878783328569,North,No,1
1107,,Female,41546.77567848441,3198.746595619471,46,4,Premium,181,0.2489981980326904,North,No,0
1108,46.0,Female,53939.06650718488,4930.888052516603,29,4,Standard,188,0.1514749760056897,North,Yes,0
1109,32.0,Female,55982.27289185818,1760.5777750453167,43,2,Standard,227,0.46241600543866745,South,No,0
1110,62.0,Female,43664.84741906652,4858.90528983295,41,3,Basic,141,0.7462735790850269,South,No,0
1111,18.0,Female,38956.60141184017,813.2550138702555,37,1,Basic,71,0.5526997188182229,North,No,0
1112,42.0,Female,51599.833343559425,299.4043845004394,3,1,Standard,177,0.6082503007356884,East,Yes,0
1113,24.0,Female,,261.62189622755255,22,2,Basic,347,0.9461973143807356,North,No,0
1114,26.0,Female,41425.72766630284,2377.864815936213,20,1,Premium,235,0.45726223910519637,North,No,0
1115,41.0,Male,51877.109008288935,506.7205676451144,25,2,Basic,29,0.8140636588441247,North,No,0
1116,18.0,Male,75324.8445151241,2609.6226324212485,34,1,Premium,168,0.34385017641148063,Central,No,0
1117,61.0,Female,47209.88033678305,1704.7524671936123,42,2,Premium,11,0.6203698248787244,West,No,0
1118,25.0,Male,,1744.5820631231663,29,1,Basic,82,0.768284837993675,Central,Yes,0
1119,41.0,Non-binary,53414.37878536468,3214.484083071332,10,2,Basic,45,0.8271085210266215,East,No,0
1120,28.0,Male,52183.12557765792,899.1802301429389,39,1,Basic,196,0.2220046715359485,Central,No,1
1121,68.0,Female,80027.17246501014,3856.111514664682,47,1,Basic,331,0.25499963256815494,West,No,1
1122,34.0,Female,59586.299635510906,2951.9515069153103,37,2,Basic,325,0.37696099826720264,North,No,0
1123,25.0,Male,31447.26850393964,4583.2286813528035,40,1,Basic,4,0.25017382134735366,West,No,0
1124,52.0,Female,77926.29769859636,1887.7192034608647,20,1,Basic,87,0.5399856497918131,North,Yes,0
1125,52.0,Non-binary,59122.20191796232,4915.303461128915,38,5,Basic,104,0.8070235552015815,Central,No,0
1126,50.0,Non-binary,49396.384545205474,2921.5554688987136,23,2,Basic,145,0.15349072721266332,South,No,0
1127,22.0,Female,75241.63758458238,4869.669585318916,11,3,Premium,152,0.40734417472695816,East,No,0
1128,59.0,Non-binary,,232.5972048308651,8,2,Basic,185,0.7266933132587101,South,No,0
1129,56.0,Non-binary,80735.50139320907,3667.083979820701,29,0,Premium,251,0.7036055388170184,South,No,0
1130,58.0,Male,56399.53963851341,4101.445469034408,36,2,Premium,183,0.23877715132703414,East,No,1
1131,45.0,Non-binary,,360.5491047147891,25,1,Basic,27,0.6604082730909042,South,No,0
1132,24.0,Male,101012.53167379976,2936.951353679604,39,0,Basic,215,0.9666335794020463,East,No,0
1133,26.0,Female,57701.37308216628,4029.517238588297,34,0,Basic,342,0.626263365759518,Central,Yes,1
1134,25.0,Male,53547.52149939739,2849.0897535930562,47,2,Basic,64,0.3271229670645541,Central,Yes,0
1135,29.0,Female,38994.55593108881,412.68659298678654,32,1,Basic,205,0.5149874862766269,South,Yes,0
1136,51.0,Female,53191.44314846178,3497.891480401726,41,0,Basic,82,0.337953618429775,West,No,0
1137,50.0,Female,39457.42337099002,396.9248818992123,23,0,Standard,293,0.5317698213134158,North,No,0
1138,65.0,Female,52195.473557980855,4105.597585580548,21,4,Standard,96,0.8407823600617879,South,Yes,1
1139,72.0,Female,98420.26195710001,310.86749820280255,19,3,Basic,100,0.13387093006116202,North,No,0
1140,40.0,Male,56793.96931862288,773.2471669508169,25,2,Standard,197,0.412954073861008,West,No,0
1141,41.0,Female,46694.68726113845,1448.0271935640155,23,1,Basic,289,0.6339769684219994,West,Yes,0
1142,54.0,Non-binary,,3203.48748207792,19,4,Basic,246,0.4650769247809228,North,No,1
1143,52.0,Non-binary,48821.92901135298,4884.159588193399,5,6,Basic,346,0.781576826494117,East,No,1
1144,61.0,Female,70726.0280971244,677.3319778376787,19,2,Basic,141,0.16140350710610663,South,No,0
1145,57.0,Non-binary,53646.631031497614,799.2675791482003,35,1,Standard,213,0.8745842608899613,South,No,0
1146,39.0,Male,79133.32140119707,1907.4649438348035,12,1,Basic,293,0.9782758018790803,South,No,1
1147,44.0,Male,50258.51073923423,4197.473775001069,39,4,Standard,77,0.35989398910856896,North,Yes,0
1148,52.0,Female,51226.31084459655,2389.431668478989,25,3,Premium,44,0.11388525188540544,West,No,0
1149,18.0,Female,41548.23421416379,1675.891941253526,5,1,Basic,60,0.9876639247416216,West,No,0
1150,52.0,Female,49249.271466080965,2849.8987778234205,12,2,Standard,203,0.3508578482023992,East,Yes,1
1151,54.0,Non-binary,28996.446573678197,1376.563667484175,27,1,Standard,88,0.49216282204867867,West,No,0
1152,64.0,Non-binary,23052.847242101998,2065.6835455128526,4,2,Basic,129,0.24269057318022658,North,No,0
1153,31.0,Male,64370.10030548419,1729.765231237005,19,0,Basic,8,0.055462930916876374,South,Yes,0
1154,20.0,Non-binary,,4040.2910098317648,45,3,Premium,34,0.12545491220359717,Central,No,0
1155,18.0,Male,61089.4824877453,4628.853059546204,47,1,Standard,61,0.23776064875629832,West,Yes,0
1156,22.0,Non-binary,47492.547252328215,3821.903741568868,24,3,Standard,92,0.9879085216824917,East,No,0
1157,43.0,Male,69092.93458245127,2251.509522546919,42,2,Premium,355,0.7963690819166412,East,No,1
1158,72.0,Female,29148.93368929211,2571.2413897336523,28,3,Basic,301,0.42055671170771136,East,Yes,1
1159,31.0,Non-binary,63973.76220522049,712.8611002542349,33,4,Basic,80,0.3193121742378875,East,Yes,0
1160,56.0,Male,59973.999314185916,3759.637084559235,35,0,Basic,353,0.14371445039717445,South,No,0
1161,44.0,Non-binary,60437.74337922651,3022.730829035716,16,1,Basic,113,0.484964434221961,South,No,0
1162,26.0,Female,71858.48300337009,4521.955981073438,12,1,Premium,74,0.9071234667641617,West,No,0
1163,32.0,Male,56054.306006337014,1082.9946035182506,16,2,Standard,305,0.9932536824188007,North,Yes,0
1164,32.0,Non-binary,,3822.6579974697993,11,1,Standard,92,0.9018602521920295,South,No,0
1165,43.0,Non-binary,61736.621360355806,3454.8911424240296,43,1,Premium,270,0.06572780773909181,South,Yes,1
1166,59.0,Female,59795.08918864078,1402.6431156677857,28,2,Standard,291,0.1580689168508127,South,No,1
1167,30.0,Female,51330.62375438087,3370.155333750043,23,4,Basic,154,0.14158737074183836,North,No,1
1168,68.0,Male,42373.40638481686,4629.429564825583,46,3,Basic,53,0.1615625223737347,Central,No,0
1169,,Non-binary,49586.210155100736,4600.336339568882,17,3,Standard,1,0.124352291460747,Central,No,0
1170,56.0,Non-binary,76870.89664973655,3626.1702151290924,19,1,Premium,69,0.09635693061977313,Central,No,0
1171,66.0,Female,41201.38233139149,335.5582514168945,11,3,Basic,259,0.3503638902673635,North,No,1
1172,,Female,28893.82788915922,4374.095252868791,4,4,Standard,214,0.15794530400840134,West,No,1
1173,49.0,Male,32976.059695569296,3323.115174322246,10,0,Basic,46,0.1447399840093918,South,Yes,0
1174,21.0,Non-binary,54470.561242169795,1621.1278405953988,19,2,Basic,94,0.524467988550521,West,No,0
1175,47.0,Non-binary,80062.75794165491,1017.5267723579266,36,3,Basic,175,0.20317143158455842,East,No,1
1176,54.0,Male,88072.76083117227,669.3989286868539,43,5,Standard,320,0.006124551386508692,Central,No,1
1177,40.0,Male,64753.47264174319,346.16080636302877,39,3,Basic,185,0.6961205394405865,North,Yes,0
1178,56.0,Female,40281.31077098995,3795.1059149587068,41,3,Premium,117,0.32855462832030635,South,No,0
1179,62.0,Female,41873.62366937467,1255.630694822049,22,2,Premium,178,0.7370684525612347,South,No,0
1180,32.0,Male,68137.55993148555,218.83938661194983,2,0,Basic,246,0.8930810166712566,South,No,0
1181,60.0,Male,74974.53144951758,2046.6261940257475,33,0,Standard,302,0.9252826701483957,North,No,0
1182,46.0,Non-binary,45370.04508319998,2464.774694902461,40,1,Standard,332,0.17774117205354445,East,No,1
1183,53.0,Male,76366.7574236091,929.2281314106218,27,1,Basic,325,0.6726250111389264,North,No,0
1184,30.0,Male,51556.597404944194,315.83684719649386,19,2,Standard,161,0.07496906751006116,North,No,1
1185,49.0,Non-binary,65714.25964152062,1026.7148671805376,48,0,Premium,182,0.46320189649119514,North,Yes,0
1186,24.0,Male,72182.0047983901,3427.603532999214,46,1,Standard,351,0.426740569328534,South,No,0
1187,68.0,Female,32773.48226539626,502.9940185309114,4,2,Standard,299,0.20316553222528677,West,No,1
1188,39.0,Female,61771.58149800214,2819.68144972927,19,0,Basic,206,0.7750012842443863,South,No,0
1189,,Non-binary,76429.63816021832,817.4187407500167,25,2,Standard,115,0.9132958366161884,East,No,0
1190,,Male,46590.02469459008,1058.876950544055,6,3,Premium,323,0.25809185587145433,Central,No,1
1191,59.0,Female,39151.27846634149,2026.0816280068236,47,1,Basic,331,0.24930709226910908,East,No,0
1192,62.0,Female,62421.78152995147,594.0441466632835,13,4,Standard,343,0.19564522280208596,East,Yes,1
1193,74.0,Female,57001.649185659706,948.6971636328431,22,3,Standard,271,0.6869318563804625,West,No,1
1194,70.0,Female,50090.4395308843,1809.8668161116352,4,0,Basic,290,0.056403106363610456,South,No,0
1195,23.0,Male,54966.80935060366,1715.3781269419976,2,1,Basic,247,0.06377393361391781,North,Yes,0
1196,45.0,Male,29945.589913662236,3771.430279811086,3,0,Basic,39,0.17407996713266582,East,No,0
1197,45.0,Male,61067.12984275811,466.4332951194794,46,1,Basic,238,0.5457673882932575,Central,No,0
1198,61.0,Male,78888.9678301053,4316.208604765083,30,0,Basic,71,0.2526846547090985,South,No,0
1199,61.0,Female,44279.863153238926,4099.537636623329,4,1,Basic,348,0.9872909231382607,East,No,1
1200,37.0,Non-binary,42573.74604324535,3853.3590344904983,48,3,Basic,33,0.395193024126717,East,Yes,0
1201,47.0,Non-binary,57588.42615986326,1615.924576069349,43,1,Standard,125,0.4701384897001387,East,No,0
1202,28.0,Female,97688.16175433504,4132.120749149859,29,3,Standard,169,0.0653640483952127,South,No,0
1203,72.0,Female,71498.24910330203,995.7301934174759,45,6,Premium,245,0.7055203851267818,North,No,1
1204,45.0,Non-binary,53587.378229060516,709.6051086896383,33,0,Standard,259,0.788585321023084,South,Yes,0
1205,42.0,Non-binary,55593.982270782064,320.286034098488,13,1,Standard,22,0.3342295520521207,Central,No,0
1206,56.0,Female,72982.70313425123,4702.6207787273215,47,1,Basic,138,0.7259310925129508,South,No,0
1207,50.0,Female,41359.3712870638,1609.253398755841,39,4,Standard,22,0.22770157933218715,North,No,0
1208,18.0,Male,64176.139099966065,4596.327612871739,32,0,Standard,188,0.7980610793537785,North,No,0
1209,74.0,Male,38238.174866587164,1435.8064514447155,28,0,Standard,324,0.5422301547999095,West,Yes,0
1210,44.0,Non-binary,68873.72003827816,4547.073200748113,37,2,Basic,316,0.39722416469741517,Central,Yes,1
1211,74.0,Female,50590.68411678675,4529.252358945832,28,0,Premium,260,0.72021609273871,North,Yes,0
1212,69.0,Non-binary,58010.41187864387,4626.012620552493,27,0,Standard,230,0.6145385339676429,East,No,0
1213,30.0,Male,49616.858726978004,2531.1518524925496,25,3,Basic,16,0.5324005900173012,East,No,0
1214,58.0,Male,65480.30064029973,4343.136805314571,30,3,Standard,86,0.21101859434501413,Central,Yes,0
1215,20.0,Non-binary,52379.77125115755,4758.752891219869,6,2,Basic,289,0.8494525668392775,Central,No,1
1216,56.0,Male,87369.57529042389,1690.6230152961796,30,4,Premium,93,0.4318547824525498,North,No,0
1217,23.0,Female,76283.01384703317,2152.48458784452,9,1,Standard,143,0.4455226709570479,Central,No,0
1218,25.0,Non-binary,35435.670065458835,3624.2769179451457,6,0,Basic,120,0.20122404743601385,West,No,0
1219,44.0,Female,57871.84204224902,1571.7631264441743,29,1,Premium,363,0.9313734473382441,West,No,0
1220,26.0,Female,66027.32847983876,3793.665613672029,23,6,Basic,350,0.5545838294867392,North,No,1
1221,54.0,Male,48127.61007110179,462.0715115463163,6,2,Standard,254,0.46281322781455314,East,No,0
1222,50.0,Female,73187.15055943014,2665.142083013857,22,3,Basic,51,0.9773927325419288,South,No,0
1223,,Non-binary,71419.7622386541,699.3360720103515,2,4,Standard,122,0.3659866888857557,East,No,0
1224,59.0,Female,53746.56170210706,1537.2850345397146,31,2,Standard,275,0.03169938638338099,North,No,0
1225,61.0,Female,69718.23826110075,1367.2644231837128,6,2,Premium,95,0.2293666937156772,Central,Yes,0
1226,41.0,Female,18840.059576377884,4210.767160457064,42,2,Basic,97,0.7464938836024989,South,Yes,0
1227,32.0,Female,75363.82313915264,1048.2345514903677,5,1,Standard,220,0.15615295879791924,North,Yes,1
1228,71.0,Female,68297.63203113287,4061.3948087796825,20,1,Basic,231,0.15585041682152734,South,No,0
1229,49.0,Male,38684.83457903113,3990.4056949488177,12,0,Standard,2,0.4557493638881882,West,No,0
1230,49.0,Non-binary,58778.20540139283,2544.5269722304265,38,3,Standard,41,0.45280194138875896,North,No,0
1231,41.0,Male,24605.7473294914,1245.831952421035,38,0,Premium,169,0.4598823582475765,West,No,0
1232,58.0,Non-binary,43548.64550715654,1211.7920657854913,8,0,Standard,231,0.21935904433752407,South,No,1
1233,69.0,Non-binary,71434.59007123619,2378.130770867654,49,2,Standard,212,0.16849175313307163,North,No,0
1234,66.0,Non-binary,54807.45762392273,143.16413622822992,43,0,Basic,98,0.7690453698764094,West,No,0
1235,66.0,Non-binary,53976.95541214672,2703.6186975956944,33,2,Standard,356,0.6039009531771619,North,Yes,1
1236,69.0,Non-binary,55678.39285969837,4768.619676258571,39,3,Premium,28,0.321156670832516,South,No,0
1237,29.0,Female,53928.555306437425,858.063721126723,40,1,Standard,144,0.19708823573107204,South,No,0
1238,,Male,69812.34575453092,2909.3935452304568,31,2,Premium,362,0.8776324203447523,East,No,1
1239,19.0,Male,45715.155783282054,4812.715574357839,3,0,Basic,155,0.1365473159595021,West,No,0
1240,20.0,Female,61290.191104920166,4316.558483508841,19,0,Premium,59,0.5838669443841744,South,Yes,0
1241,66.0,Non-binary,,4266.862570268568,48,2,Premium,214,0.6102270609151527,South,No,1
1242,54.0,Male,66116.48842400066,4127.064658941326,8,3,Standard,219,0.8568558296100044,North,No,1
1243,66.0,Female,50179.433472217126,1614.2156696753095,30,0,Standard,46,0.05681152180330307,Central,No,0
1244,73.0,Female,54385.18700733079,4464.02247320738,31,0,Basic,10,0.30773714357118076,Central,No,0
1245,34.0,Male,,4712.567721042538,29,2,Premium,320,0.9660662822624876,West,No,1
1246,66.0,Male,51465.198992271966,2529.382874165293,6,1,Basic,59,0.5688777324184711,East,No,0
1247,19.0,Non-binary,39929.10658531818,1837.398131571348,2,1,Basic,87,0.4177459768799878,Central,No,0
1248,19.0,Non-binary,59938.75093239001,2129.7221764686947,23,2,Standard,42,0.3168278018649957,Central,Yes,0
1249,45.0,Male,63319.96146053239,1737.6115649732014,44,2,Basic,166,0.14921956058700703,West,No,1
1250,71.0,Non-binary,35040.397692309685,1140.8503659202463,30,0,Standard,116,0.1871341240198905,West,No,0
1251,40.0,Female,46054.00141030289,3130.397504239158,38,1,Basic,256,0.7792991985871106,South,No,1
1252,54.0,Non-binary,55450.20763924937,2856.724742602082,46,4,Basic,264,0.24426089901378611,South,No,0
1253,49.0,Non-binary,46020.277927009956,2366.6668480924504,39,5,Standard,231,0.21985816421805304,North,Yes,1
1254,50.0,Female,51657.67578719913,569.6423947556757,9,0,Basic,212,0.3191333188334392,North,Yes,0
1255,18.0,Non-binary,79241.52610735022,4004.775527059399,7,0,Standard,73,0.7563252692647722,Central,No,0
1256,36.0,Female,39727.55821811363,957.1744574788671,47,4,Basic,156,0.4203370076673092,Central,No,0
1257,19.0,Non-binary,20317.194955925544,661.3540126406359,44,0,Premium,341,0.028436982722057857,West,No,1
1258,70.0,Male,46018.90281540528,3153.0498378664424,49,2,Premium,229,0.5130442205748494,West,Yes,1
1259,61.0,Non-binary,50077.60472530462,2053.3573700648435,15,3,Basic,41,0.2780947193552661,North,No,0
1260,43.0,Male,47650.150766780775,393.0615292264144,15,2,Premium,360,0.45816989362669347,North,No,1
1261,49.0,Male,59032.16795773063,1842.2849393091851,21,1,Premium,298,0.8833233322778322,North,No,1
1262,23.0,Male,39578.773602352434,3881.723726196318,14,3,Basic,93,0.19683995202056903,East,No,0
1263,49.0,Male,37370.79825105617,3114.721105563778,11,0,Basic,244,0.3385574376023852,North,No,0
